Institution_ID,Institution_Type,Country,Employee_Count,Annual_Revenue_M,IT_Spend_Percent_Revenue,AI_Budget_Allocated,AI_Budget_Percent_Revenue,Budget_Growth_YoY,Has_Dedicated_AI_Team,Technical_Readiness_Score,API_Integration_Score,Data_Lake_Exists,Legacy_System_Score,Data_Maturity_Index,Governance_Framework_Exists,Governance_Maturity,AI_Governance_Committee,Model_Risk_Management_Maturity,Compliance_Incidents_12M,Risk_Culture_Score,Data_Privacy_Compliant,Cybersecurity_Level,Leadership_Commitment,Training_Investment_Per_Employee,Vendor_Strategy,Deployment_Mode,Existing_AI_Projects,Use_Case_Breadth,LLM_Adoption_Status
11271,Bank,Other,2587,3779.27,3.4,43.63,1.116,4.27,1,60,29,0,56,0.171,0,3,1,5,4,4,1,2,4,567.44,In-house,PublicCloud,4,1,0
11272,Bank,United States,251,203.17,2.0,0.0,0.0,1.21,0,35,29,1,70,0.174,1,1,0,1,0,1,0,3,2,646.25,Vendor,PublicCloud,2,0,0
11273,Insurance,European Union,279,1257.66,2.15,6.53,0.467,9.91,0,58,38,0,58,0.372,0,1,0,2,1,3,1,1,3,457.45,In-house,PublicCloud,2,2,0
11274,Bank,United States,1108,1004.33,5.65,19.95,1.96,5.71,0,85,79,1,26,0.951,0,1,1,1,3,2,0,5,3,810.7,In-house,PrivateCloud,12,6,1
11275,Bank,Other,786,2342.56,3.48,23.31,1.001,10.94,0,37,49,0,41,0.453,1,4,1,2,2,2,1,4,4,1276.85,Vendor,PublicCloud,1,2,0
11276,Bank,United States,1574,583.05,4.41,0.0,0.0,11.89,0,51,9,0,71,0.046,0,1,1,1,2,1,0,2,1,871.73,Hybrid,On-Prem,1,1,0
11277,Bank,United Kingdom,1240,723.99,4.49,4.88,0.865,1.91,1,68,78,0,14,0.58,1,5,1,5,0,5,1,5,1,472.78,Hybrid,PublicCloud,6,2,1
11278,Asset Manager,United States,729,622.95,4.25,11.24,1.467,17.44,0,84,31,1,63,0.302,1,3,1,4,0,5,1,5,4,1579.56,Vendor,PrivateCloud,1,0,1
11279,Payment Processor,European Union,2013,1173.04,7.4,21.67,1.784,9.27,0,87,55,1,54,0.585,1,4,0,4,0,4,1,2,3,4039.67,In-house,On-Prem,10,2,1
11280,Investment Bank,United Kingdom,1716,1429.14,4.76,11.66,0.766,5.45,1,81,42,1,66,0.676,1,1,0,4,4,4,1,4,4,1067.34,Hybrid,On-Prem,4,1,0
11281,Bank,United States,6391,1882.95,7.91,38.89,2.225,7.53,1,100,82,1,26,0.977,1,3,1,3,2,3,0,5,4,1074.75,In-house,PrivateCloud,17,3,1
11282,Bank,European Union,1407,1172.83,4.36,6.3,0.601,1.77,1,80,45,0,48,0.509,1,3,1,2,0,4,1,4,2,594.31,Vendor,On-Prem,8,1,1
11283,Hedge Fund,Other,5241,5053.09,5.3,83.32,1.501,4.93,0,60,70,0,21,0.571,1,5,1,5,2,5,0,3,2,716.44,In-house,PrivateCloud,6,5,1
11284,Bank,United Kingdom,6141,951.75,3.85,10.2,0.732,9.59,1,72,56,0,37,0.642,1,1,1,2,0,2,0,2,1,622.5,Hybrid,PrivateCloud,2,2,0
11285,Brokerage/Dealer,United Kingdom,2879,1998.58,7.11,55.73,2.436,20.17,1,42,49,1,39,0.782,1,5,1,5,0,5,1,1,5,1167.34,In-house,PrivateCloud,5,3,0
11286,Bank,European Union,1466,1348.11,4.46,5.07,0.463,12.59,0,54,30,1,73,0.683,0,1,1,1,0,4,0,2,4,1188.42,Hybrid,PrivateCloud,2,1,0
11287,Credit Union,European Union,942,1087.28,4.68,14.39,1.044,0.23,0,41,19,0,77,0.42,1,1,1,3,0,1,0,1,3,1097.02,Vendor,On-Prem,4,4,0
11288,Bank,European Union,1943,1581.46,4.02,19.35,1.249,16.92,0,57,38,1,64,0.815,1,5,1,2,0,4,0,2,4,1840.97,Hybrid,PublicCloud,6,4,0
11289,Fintech,United States,3383,2834.4,5.98,25.9,0.951,16.03,1,63,64,1,55,0.788,0,4,1,5,0,3,1,4,1,463.83,In-house,On-Prem,13,0,1
11290,Investment Bank,Other,1071,1080.23,4.57,11.96,0.949,5.38,1,47,37,1,50,0.283,1,1,0,2,4,3,1,5,2,584.17,Vendor,PublicCloud,5,0,0
11291,Insurance,United States,1264,734.18,3.33,1.99,0.214,-0.65,1,75,38,0,44,0.636,0,3,1,4,0,2,1,2,2,630.26,Hybrid,PublicCloud,5,3,0
11292,Bank,United Kingdom,5214,3888.68,6.03,58.08,1.855,10.56,1,79,78,1,4,0.768,0,1,1,1,10,2,0,4,3,1026.44,Hybrid,PrivateCloud,13,6,1
11293,Insurance,United States,2706,775.71,5.09,8.01,1.011,14.46,1,73,60,0,33,0.66,1,5,1,4,1,5,0,1,3,1267.35,Vendor,PublicCloud,5,5,0
11294,Investment Bank,Other,1611,1906.4,4.03,11.02,0.386,15.66,1,54,34,0,53,0.54,0,3,0,4,0,4,1,2,3,1174.64,In-house,PublicCloud,3,2,0
11295,Bank,Other,543,514.54,2.83,0.17,0.033,11.9,1,52,5,0,66,0.25,1,2,0,3,0,3,0,2,3,628.07,Vendor,PublicCloud,1,0,0
11296,Bank,Other,577,213.37,2.03,1.04,0.581,5.04,1,47,23,1,71,0.303,0,5,1,4,0,3,1,1,4,341.77,Hybrid,On-Prem,1,0,0
11297,Fintech,United States,954,768.1,3.9,6.63,0.909,9.5,1,100,85,1,30,0.831,1,3,1,1,1,2,1,5,3,695.44,Hybrid,PrivateCloud,15,3,1
11298,Bank,European Union,988,723.54,3.54,9.08,1.091,5.48,1,67,58,1,37,0.793,0,4,0,5,0,5,1,4,5,958.86,Hybrid,PrivateCloud,7,6,1
11299,Asset Manager,United States,7729,10297.03,7.35,203.96,1.931,11.08,1,82,70,0,35,0.901,1,5,1,3,0,3,1,5,5,692.63,In-house,On-Prem,11,4,1
11300,Bank,Other,4807,1030.73,4.84,7.76,0.79,22.04,1,64,29,1,79,0.227,0,2,0,2,0,1,1,2,2,274.99,Vendor,PublicCloud,1,1,0
11301,Fintech,European Union,867,713.08,3.61,0.0,0.0,3.95,0,49,24,1,72,0.227,1,2,0,2,0,2,0,3,1,298.83,Vendor,PrivateCloud,4,0,0
11302,Bank,European Union,1701,1784.19,6.19,46.19,2.343,8.25,0,91,54,1,46,0.954,1,3,0,2,1,1,0,3,4,1682.74,In-house,PrivateCloud,12,2,1
11303,Insurance,United Kingdom,4727,2709.9,7.14,54.52,2.172,15.3,0,72,51,0,30,0.946,1,5,1,5,1,5,1,5,5,579.15,In-house,PrivateCloud,10,5,1
11304,Bank,European Union,3431,1952.29,4.53,29.02,1.309,20.22,1,86,79,1,23,0.836,1,5,1,2,1,2,1,5,3,1373.81,In-house,PrivateCloud,5,1,1
11305,Bank,European Union,1116,691.91,3.21,3.92,0.687,3.13,0,35,41,0,55,0.293,1,5,0,4,0,3,1,4,2,901.48,Vendor,On-Prem,5,0,0
11306,Bank,European Union,1657,1144.63,1.74,1.02,0.097,15.2,1,68,25,0,68,0.157,1,3,0,3,0,1,1,3,3,2996.02,Vendor,PrivateCloud,3,0,0
11307,Hedge Fund,European Union,739,184.8,0.74,0.19,0.124,-0.15,0,32,27,1,62,0.363,1,3,1,5,1,4,0,1,5,337.93,Vendor,PublicCloud,0,1,0
11308,Bank,United Kingdom,2929,674.87,5.39,7.63,0.971,5.89,0,53,39,0,61,0.249,0,2,0,4,0,5,1,4,4,487.05,Vendor,PrivateCloud,1,0,0
11309,Investment Bank,European Union,912,242.98,4.1,2.33,0.882,-0.28,1,60,39,0,50,0.432,0,2,0,3,0,4,1,4,5,512.36,Vendor,PrivateCloud,1,0,0
11310,Bank,Other,1118,51.26,4.1,0.0,0.0,7.34,0,48,12,0,80,0.178,0,1,0,1,0,1,0,1,1,532.2,Vendor,On-Prem,6,1,0
11311,Bank,United States,2956,4620.81,3.41,32.84,0.62,10.21,0,61,54,0,58,0.732,1,5,1,5,0,5,0,5,5,2222.25,In-house,PublicCloud,6,3,0
11312,Insurance,United States,2528,1993.11,4.65,10.83,0.494,1.78,1,47,43,0,42,0.483,0,4,1,5,2,1,0,2,2,221.54,In-house,On-Prem,4,0,0
11313,Fintech,European Union,1602,2757.08,4.74,24.67,0.932,19.31,0,38,23,1,63,0.314,1,4,0,5,0,5,1,2,5,991.12,Hybrid,PublicCloud,5,2,0
11314,Hedge Fund,United Kingdom,2810,1369.37,3.23,0.0,0.0,0.21,1,52,29,0,75,0.117,0,4,0,2,0,2,1,3,1,753.81,Hybrid,On-Prem,1,0,0
11315,Credit Union,United States,198,52.97,3.51,0.66,1.098,10.24,1,77,38,0,64,0.79,1,4,1,3,0,4,1,1,5,2538.19,In-house,On-Prem,1,3,1
11316,Investment Bank,United States,6106,4586.75,5.3,67.21,1.459,19.5,1,72,64,1,42,0.846,1,5,1,5,0,2,1,3,5,4588.46,In-house,PublicCloud,8,3,1
11317,Asset Manager,European Union,1050,1080.22,6.22,9.49,0.928,9.66,1,66,34,1,68,0.698,1,4,1,2,0,4,1,1,5,1438.76,In-house,PrivateCloud,2,3,0
11318,Fintech,United Kingdom,1999,1038.78,2.77,1.51,0.141,16.91,0,43,25,0,70,0.146,0,4,0,1,1,5,1,2,2,2496.87,In-house,On-Prem,2,3,0
11319,Fintech,European Union,1261,685.77,5.17,7.13,0.822,20.09,1,79,60,1,44,0.547,1,5,1,3,1,4,0,5,3,957.34,Vendor,On-Prem,9,1,0
11320,Credit Union,Other,7140,897.89,4.86,10.67,1.259,0.86,1,62,24,0,79,0.665,1,4,0,5,3,1,1,4,3,923.35,Hybrid,PrivateCloud,5,5,0
11321,Asset Manager,European Union,2596,2349.81,4.96,29.09,1.197,8.01,1,53,37,1,62,0.411,1,5,1,5,0,4,1,4,5,541.37,In-house,PublicCloud,6,3,0
11322,Insurance,European Union,1073,1004.3,1.06,12.29,1.247,10.58,0,34,27,1,74,0.747,1,4,1,4,1,4,0,2,5,1250.03,Hybrid,PublicCloud,4,3,0
11323,Bank,United States,1439,966.32,5.63,1.52,0.163,3.45,0,62,22,0,43,0.344,1,3,0,4,0,4,1,5,2,630.5,Vendor,PublicCloud,3,3,0
11324,Bank,United Kingdom,1258,1646.94,3.52,0.0,0.0,4.35,0,47,30,0,81,0.375,1,4,1,3,1,3,0,2,2,1098.86,In-house,On-Prem,4,0,0
11325,Credit Union,United States,775,219.52,5.29,0.37,0.174,8.55,1,54,48,1,61,0.227,1,1,0,1,2,1,0,1,4,835.36,Vendor,PublicCloud,6,4,0
11326,Bank,Other,1108,239.74,3.58,1.64,0.518,9.78,0,51,44,0,55,0.791,0,2,0,4,0,2,0,5,1,631.26,Hybrid,PublicCloud,2,1,1
11327,Fintech,European Union,1106,2765.59,3.83,0.0,0.0,13.57,1,54,37,0,46,0.269,1,3,1,4,0,5,1,2,3,745.8,Hybrid,PrivateCloud,4,2,0
11328,Bank,United States,1364,758.73,6.35,10.04,1.166,-0.97,1,69,61,0,36,0.868,1,2,0,1,1,1,1,3,4,1230.57,In-house,PublicCloud,6,3,0
11329,Payment Processor,United Kingdom,2311,1616.04,5.25,30.63,1.569,10.32,0,60,23,0,49,0.414,1,4,0,3,1,4,1,2,5,681.57,Hybrid,PublicCloud,3,1,1
11330,Bank,United States,1177,244.75,3.98,0.0,0.0,3.33,0,18,0,1,80,0.043,0,3,0,3,1,5,1,1,1,687.37,Hybrid,PublicCloud,0,0,0
11331,Payment Processor,European Union,440,477.22,5.66,4.54,0.91,13.74,1,62,16,0,52,0.475,1,1,0,1,0,2,1,5,3,283.27,Vendor,On-Prem,3,3,0
11332,Bank,United States,2855,1032.64,5.84,9.33,0.864,14.96,1,64,51,1,28,0.861,1,5,1,5,0,5,0,4,5,2041.05,In-house,PublicCloud,6,4,1
11333,Brokerage/Dealer,United States,795,386.19,4.54,1.55,0.429,9.68,0,34,18,0,62,0.173,0,1,1,1,0,2,0,1,4,461.52,Hybrid,PublicCloud,0,1,0
11334,Investment Bank,United Kingdom,3844,418.1,1.46,1.03,0.299,6.48,1,64,29,1,52,0.485,1,2,1,3,1,2,1,4,1,542.11,In-house,PrivateCloud,6,3,0
11335,Bank,United States,2794,2797.08,5.87,36.69,1.345,3.48,1,75,51,0,36,0.646,1,5,1,5,0,5,1,3,1,773.19,Vendor,On-Prem,9,2,1
11336,Insurance,European Union,2902,914.33,6.27,13.36,1.276,0.51,1,70,71,1,31,0.791,0,1,0,1,0,1,1,4,1,1191.95,Hybrid,PrivateCloud,8,4,0
11337,Bank,United Kingdom,2186,1308.46,5.94,21.77,1.507,2.96,1,61,63,1,45,0.77,0,5,0,5,0,3,0,2,5,1775.48,Hybrid,PublicCloud,8,7,0
11338,Bank,United States,1461,1022.56,5.29,8.97,0.983,17.55,0,88,50,1,63,0.843,0,4,0,5,0,5,0,4,5,1327.15,Vendor,PublicCloud,8,7,1
11339,Brokerage/Dealer,European Union,979,2549.09,2.75,14.63,0.608,12.37,1,74,23,1,50,0.31,0,5,1,3,4,5,1,4,4,1046.58,Hybrid,PublicCloud,4,7,0
11340,Fintech,United States,2913,1684.06,7.63,22.13,1.278,10.5,1,91,61,1,28,0.794,0,4,0,3,1,5,0,4,2,1535.92,In-house,PublicCloud,4,4,1
11341,Fintech,European Union,3775,3962.29,4.84,45.21,1.119,1.32,0,52,52,0,31,0.786,0,3,0,4,0,3,1,3,3,3254.16,Vendor,On-Prem,7,6,0
11342,Bank,United States,1759,1289.5,6.06,20.91,1.55,10.97,0,40,37,0,33,0.272,0,3,1,4,0,2,1,2,3,494.08,In-house,On-Prem,2,3,0
11343,Fintech,United States,1272,2416.87,6.4,20.51,1.004,9.14,1,83,70,1,25,0.618,1,5,0,5,0,5,0,5,5,371.32,In-house,PublicCloud,7,2,1
11344,Brokerage/Dealer,United States,2606,1117.23,3.58,2.16,0.194,3.64,0,65,32,0,54,0.115,1,4,0,3,1,2,0,3,1,283.44,Vendor,On-Prem,4,4,0
11345,Fintech,United Kingdom,600,162.59,2.75,1.77,1.449,11.61,0,70,42,1,58,0.708,1,1,1,2,3,1,0,3,4,726.52,Vendor,On-Prem,3,3,0
11346,Hedge Fund,Other,1151,973.71,3.89,6.03,0.569,11.49,0,55,29,0,75,0.126,0,1,0,1,4,3,1,3,2,1189.2,Hybrid,PrivateCloud,6,3,0
11347,Credit Union,United Kingdom,1920,8713.26,5.0,180.06,1.753,12.3,0,52,53,0,45,0.74,1,5,0,3,0,3,1,4,5,1382.2,Hybrid,PublicCloud,6,4,1
11348,Bank,United States,788,2300.42,5.76,51.54,1.545,-1.06,0,89,70,1,39,0.946,0,1,0,1,0,1,0,3,3,947.08,In-house,PublicCloud,8,1,1
11349,Bank,United States,4156,1633.79,4.38,30.2,1.613,10.75,1,74,44,0,48,0.685,0,4,1,5,2,5,0,3,5,536.26,In-house,On-Prem,5,2,1
11350,Brokerage/Dealer,United Kingdom,4180,3224.42,7.06,46.63,1.414,15.06,0,73,68,0,42,0.673,1,5,1,5,0,5,1,2,3,1007.93,Vendor,PublicCloud,3,1,1
11351,Fintech,United States,5955,1704.56,8.1,20.34,1.23,-3.51,0,98,81,1,20,0.809,0,4,0,3,0,3,1,3,1,375.56,In-house,PrivateCloud,14,2,1
11352,Bank,United States,2231,968.3,7.03,18.42,2.251,24.22,1,83,54,1,47,0.988,0,4,0,4,2,4,1,5,5,4215.95,Hybrid,On-Prem,13,7,1
11353,Bank,Other,980,295.79,5.58,2.17,0.562,0.14,0,48,18,0,75,0.113,0,4,0,4,0,5,1,3,1,930.2,Vendor,PublicCloud,2,2,0
11354,Insurance,United States,1286,233.66,3.6,0.0,0.0,2.92,0,70,18,0,63,0.135,0,1,1,1,0,2,0,1,1,175.87,Vendor,On-Prem,1,0,0
11355,Payment Processor,European Union,952,1383.03,5.9,17.29,1.155,5.91,0,51,56,1,56,0.187,1,5,1,5,0,4,1,2,2,799.04,Vendor,PrivateCloud,2,3,0
11356,Bank,United States,4026,542.09,8.55,6.98,1.299,17.46,0,84,45,1,52,0.823,1,4,0,2,3,3,0,4,2,684.51,In-house,PrivateCloud,11,6,1
11357,Bank,United States,1116,1485.72,4.96,18.73,1.56,16.67,1,63,42,0,52,0.555,1,3,0,3,0,3,0,5,4,593.03,Hybrid,On-Prem,1,3,0
11358,Credit Union,European Union,582,249.66,4.94,2.72,1.01,2.56,0,78,33,0,66,0.457,1,1,0,3,0,2,1,4,2,798.58,In-house,PrivateCloud,4,1,0
11359,Investment Bank,European Union,1363,726.83,4.81,4.1,0.526,5.19,0,73,56,1,38,0.526,1,3,1,5,0,3,1,2,1,1436.59,Vendor,On-Prem,3,0,0
11360,Insurance,United Kingdom,1413,4982.16,3.49,30.2,0.624,14.72,0,31,0,0,81,0.198,1,5,0,5,1,4,1,1,2,455.22,Vendor,PublicCloud,1,0,0
11361,Investment Bank,United States,744,229.11,5.9,0.0,0.0,16.66,0,80,48,1,66,0.45,0,2,0,2,0,1,0,3,2,798.35,Vendor,PrivateCloud,3,6,0
11362,Fintech,United Kingdom,2557,874.87,2.99,10.51,0.832,2.65,0,34,8,0,68,0.111,1,1,0,3,0,2,1,2,1,777.65,Hybrid,On-Prem,3,1,0
11363,Investment Bank,United States,836,324.06,2.62,0.66,0.217,13.62,1,49,26,1,84,0.268,1,1,0,1,0,2,0,1,1,991.49,In-house,PublicCloud,1,1,0
11364,Fintech,Other,1866,2295.51,4.58,35.46,1.186,14.84,1,66,43,1,48,0.289,0,5,1,5,0,3,0,2,5,2034.76,Hybrid,PublicCloud,4,2,0
11365,Bank,European Union,200,230.33,3.23,0.3,0.104,8.59,0,57,15,0,87,0.078,1,1,0,3,0,2,1,1,3,191.42,Hybrid,On-Prem,3,1,0
11366,Investment Bank,Other,897,485.35,4.04,4.24,0.843,9.23,1,47,26,0,76,0.428,1,1,0,1,4,1,1,5,1,660.28,Vendor,On-Prem,2,3,0
11367,Fintech,United Kingdom,1168,404.15,6.37,8.38,1.962,10.8,1,63,74,1,36,0.849,0,2,1,4,1,1,0,3,2,1988.26,Vendor,On-Prem,12,1,0
11368,RegTech,European Union,2928,648.83,6.48,5.75,0.938,15.43,1,99,60,1,36,0.881,1,5,0,3,0,4,1,3,3,774.75,Hybrid,PrivateCloud,7,9,1
11369,Bank,United States,3159,1356.8,4.84,2.11,0.158,17.81,1,53,56,1,54,0.483,1,4,1,4,0,4,0,5,2,579.5,Hybrid,On-Prem,5,3,0
11370,Credit Union,Other,1085,192.62,4.08,0.37,0.209,1.12,0,77,53,1,57,0.4,0,1,1,1,0,1,1,1,1,422.6,In-house,PublicCloud,4,4,0
11371,Credit Union,United States,5223,7790.02,6.52,89.21,1.338,13.74,1,100,88,1,28,0.913,0,5,1,4,1,4,0,5,3,3273.45,In-house,PrivateCloud,17,7,1
11372,Bank,European Union,9353,6144.68,6.47,68.38,1.175,7.36,0,54,58,0,43,0.36,1,5,0,5,0,5,1,5,4,1591.51,In-house,PrivateCloud,11,3,0
11373,Payment Processor,United Kingdom,1106,2197.2,5.83,9.7,0.384,12.31,0,62,27,1,64,0.758,1,5,1,5,0,2,1,5,4,240.13,Vendor,PrivateCloud,4,4,0
11374,Fintech,European Union,2079,406.79,5.8,3.4,0.847,0.04,0,78,55,1,73,0.911,0,2,1,4,0,1,1,3,1,717.93,Hybrid,PublicCloud,3,2,1
11375,Credit Union,European Union,1954,856.85,3.95,4.02,0.557,8.59,0,59,41,1,74,0.47,1,1,0,1,0,1,0,4,5,955.38,Vendor,PrivateCloud,1,2,0
11376,Fintech,European Union,2939,1744.31,5.82,25.81,1.36,17.32,0,48,38,0,57,0.572,1,2,0,4,2,5,1,3,1,470.83,In-house,PrivateCloud,3,1,0
11377,Investment Bank,United States,2940,788.15,6.79,16.21,1.989,12.81,1,83,67,1,36,0.993,1,5,0,4,4,2,1,5,5,1791.73,In-house,PublicCloud,21,4,1
11378,Fintech,European Union,2587,7523.02,3.68,113.93,1.907,16.31,0,51,40,1,52,0.807,1,2,1,2,0,4,0,5,3,1246.14,In-house,On-Prem,6,4,0
11379,Bank,United Kingdom,617,248.15,3.65,0.65,0.235,-5.96,0,37,15,0,84,0.092,0,1,0,1,0,1,0,1,1,330.87,Hybrid,On-Prem,1,1,0
11380,Bank,United States,926,1278.48,5.34,8.8,0.747,2.97,0,70,57,0,33,0.612,0,4,1,4,0,4,1,3,3,1404.15,In-house,PrivateCloud,8,8,0
11381,Fintech,United Kingdom,1991,1070.77,6.0,16.17,1.232,-1.62,0,100,73,1,44,0.713,1,1,0,2,0,3,1,4,1,1057.28,In-house,On-Prem,11,5,1
11382,Investment Bank,Other,3212,2869.35,7.24,27.54,1.217,1.68,0,93,58,1,68,0.882,0,1,0,1,4,1,1,5,3,614.8,In-house,PrivateCloud,4,4,0
11383,Asset Manager,Other,2918,1631.69,8.51,31.6,2.222,18.93,1,100,95,1,10,0.948,1,5,1,5,0,5,0,5,5,3240.74,Hybrid,On-Prem,16,10,1
11384,Asset Manager,United States,498,133.06,2.43,0.37,0.286,7.76,0,41,25,1,71,0.827,0,2,1,2,0,2,0,1,2,631.34,In-house,PublicCloud,2,3,0
11385,Bank,Other,979,612.16,5.54,1.32,0.186,1.73,0,43,26,0,62,0.769,1,1,0,2,0,4,0,3,1,348.97,Hybrid,PublicCloud,4,0,0
11386,Fintech,Other,537,437.18,0.0,0.0,0.0,2.89,0,12,0,0,95,0.02,1,1,1,2,0,1,0,3,1,250.11,Vendor,PublicCloud,0,0,0
11387,Bank,United States,1791,931.04,3.94,6.87,1.308,14.9,0,53,25,0,53,0.207,0,5,1,5,0,4,0,3,1,681.7,Vendor,PrivateCloud,2,0,0
11388,Payment Processor,European Union,1071,594.3,6.54,4.24,0.641,14.83,1,56,55,1,61,0.431,1,3,1,4,3,3,1,4,3,162.62,In-house,PrivateCloud,8,3,0
11389,RegTech,Other,1303,24720.44,4.11,188.47,0.938,1.93,0,52,49,1,33,0.805,1,5,1,5,2,5,0,3,5,1401.85,Hybrid,PublicCloud,4,5,0
11390,Fintech,European Union,1300,459.88,3.65,0.0,0.0,12.14,0,66,74,1,37,0.457,1,4,0,3,0,5,0,2,3,710.93,Hybrid,PrivateCloud,5,2,0
11391,Bank,United Kingdom,1751,3190.42,5.79,22.39,0.961,5.21,1,86,75,0,40,0.81,0,2,1,2,0,3,1,4,1,705.5,In-house,PrivateCloud,10,1,0
11392,Bank,European Union,95,212.08,3.35,0.0,0.0,7.67,0,45,17,0,88,0.137,0,1,0,1,3,1,1,1,2,988.88,Vendor,PublicCloud,0,1,0
11393,Asset Manager,United States,2432,4747.19,6.87,89.19,1.635,16.9,1,79,78,0,29,0.788,1,4,0,4,1,3,0,4,4,708.69,In-house,On-Prem,9,1,1
11394,Asset Manager,United States,945,995.08,4.56,4.73,0.513,0.74,1,62,36,0,47,0.384,0,1,0,1,2,2,1,4,3,353.47,Hybrid,PublicCloud,7,5,0
11395,Payment Processor,Other,1220,1110.58,4.75,1.8,0.175,9.29,1,30,37,0,67,0.147,0,2,0,1,0,3,1,3,2,933.57,Hybrid,PrivateCloud,5,0,0
11396,Bank,United States,1020,320.81,1.74,3.66,1.124,18.34,0,72,35,0,51,0.177,1,2,0,4,0,5,1,2,3,301.38,Hybrid,PublicCloud,3,3,0
11397,Investment Bank,Other,4702,2004.63,7.25,17.86,0.78,11.95,0,69,50,1,53,0.872,1,5,0,5,0,3,1,5,2,326.6,Hybrid,On-Prem,3,0,1
11398,Asset Manager,United States,1010,382.55,3.53,0.96,0.288,16.03,0,30,30,1,68,0.563,0,1,0,2,0,4,1,3,2,528.92,Vendor,PrivateCloud,3,0,0
11399,Bank,United Kingdom,1175,2125.16,3.99,0.0,0.0,9.34,1,30,0,0,91,0.143,1,5,0,5,0,5,1,1,5,599.11,Vendor,PrivateCloud,2,2,0
11400,Insurance,European Union,1071,1797.59,4.78,29.2,1.523,18.02,0,58,55,1,47,0.823,0,4,1,5,0,4,1,5,5,1024.98,Hybrid,PrivateCloud,4,4,0
11401,Bank,European Union,1648,461.68,3.75,0.77,0.188,14.72,0,45,25,1,69,0.248,0,1,0,2,0,3,0,3,3,935.28,Vendor,PrivateCloud,4,3,0
11402,Fintech,Other,565,1806.83,4.77,0.0,0.0,2.7,1,42,16,1,61,0.202,0,1,1,1,0,3,1,5,1,1699.09,Vendor,PrivateCloud,0,0,0
11403,Brokerage/Dealer,Other,1626,1366.92,4.37,7.29,0.574,9.35,1,56,7,0,59,0.346,0,1,0,1,0,1,1,1,5,1003.93,Hybrid,PublicCloud,2,0,0
11404,Fintech,European Union,1766,1607.57,5.33,9.58,0.552,14.28,1,44,23,1,31,0.34,1,2,0,5,0,5,0,3,5,803.87,Vendor,On-Prem,1,0,0
11405,Payment Processor,United Kingdom,699,554.08,3.63,3.44,0.506,3.69,1,70,25,1,71,0.294,0,2,1,3,1,1,1,5,3,607.86,Hybrid,PublicCloud,1,1,0
11406,Insurance,European Union,921,2011.51,6.27,12.54,0.621,-2.83,1,83,72,1,57,0.723,0,1,0,1,0,1,1,3,1,853.65,In-house,On-Prem,7,5,0
11407,Bank,United States,2144,1036.78,7.01,21.82,2.053,14.72,0,60,54,1,53,0.89,1,5,1,3,0,4,0,3,5,1395.48,In-house,PublicCloud,5,3,1
11408,Insurance,United States,1979,741.46,4.55,0.76,0.105,12.35,1,57,65,0,36,0.486,1,5,0,5,1,5,1,4,1,1094.98,In-house,PublicCloud,7,4,0
11409,Insurance,United Kingdom,896,208.17,2.34,1.15,0.468,18.52,0,43,45,1,85,0.207,1,4,0,4,0,3,1,1,3,286.18,In-house,PrivateCloud,2,3,0
11410,Fintech,United Kingdom,2532,1875.34,4.53,30.9,1.411,5.83,0,47,51,1,61,0.539,0,3,0,1,0,1,1,5,4,603.71,Hybrid,PrivateCloud,3,2,0
11411,Bank,United States,2939,1384.19,6.23,5.51,0.441,-7.67,0,89,53,0,41,0.265,0,4,0,3,0,3,1,3,1,665.51,Hybrid,PrivateCloud,0,1,1
11412,Fintech,United States,2056,1069.73,4.7,14.82,1.162,16.68,1,86,55,1,57,0.767,1,4,0,4,0,5,1,1,3,1606.42,Hybrid,PublicCloud,9,8,1
11413,Bank,United Kingdom,1278,494.51,3.8,0.07,0.012,11.55,1,60,28,0,44,0.118,1,5,1,4,2,4,0,3,4,458.25,Vendor,PrivateCloud,3,0,0
11414,Bank,United States,1965,395.08,2.4,0.0,0.0,12.66,0,47,8,0,74,0.108,0,3,1,5,0,3,0,3,2,505.85,Hybrid,PrivateCloud,1,0,0
11415,Fintech,United States,1666,2171.32,4.25,22.15,1.415,2.28,1,100,86,1,38,0.917,1,5,1,5,1,4,1,5,5,1063.65,Vendor,On-Prem,16,5,1
11416,Bank,United Kingdom,555,717.41,6.54,6.6,0.872,-2.61,0,74,38,1,73,0.517,1,3,1,5,0,2,0,4,1,1255.9,Hybrid,PublicCloud,7,2,0
11417,Credit Union,United States,381,460.66,4.99,3.12,0.624,2.32,0,59,43,0,61,0.372,1,4,1,4,0,5,0,4,1,760.14,Hybrid,On-Prem,2,1,0
11418,Fintech,United States,1398,320.64,3.89,1.26,0.452,11.52,1,60,18,0,77,0.307,0,2,0,3,0,2,1,2,5,1780.2,Vendor,PublicCloud,1,4,0
11419,Investment Bank,United Kingdom,6108,2994.85,4.26,58.57,1.941,11.4,1,70,43,1,41,0.851,0,4,1,3,0,3,1,5,5,677.78,In-house,PublicCloud,3,2,1
11420,Insurance,United Kingdom,1537,2944.16,4.39,19.88,0.642,7.67,1,68,27,0,53,0.433,0,3,1,4,0,5,1,1,1,2218.71,Vendor,On-Prem,3,1,1
11421,Investment Bank,Other,643,459.3,1.48,0.0,0.0,19.64,0,26,0,0,85,0.068,0,1,0,3,0,1,0,1,1,233.94,Vendor,PublicCloud,0,1,0
